ano,popul,codigo_ibge
1991,7827,311290
1992,7906,311290
1993,7972,311290
1994,8039,311290
1995,8103,311290
1996,8166,311290
1997,8250,311290
1998,8321,311290
1999,8391,311290
2000,8834,311290
2001,8963,311290
2002,9046,311290
2003,9145,311290
2004,9351,311290
2005,9466,311290
2006,9579,311290
2007,8855,311290
2008,9135,311290
2009,9157,311290
2010,9030,311290
2011,9045,311290
2012,9060,311290
2013,9349,311290
2014,9371,311290
2015,9392,311290
2016,9412,311290
2017,9431,311290
2018,9287,311290
2019,9298,311290
2020,9308,311290
2021,9318,311290
2022,8976,311290
1991,21778,311300
1992,22239,311300
1993,22645,311300
1994,23039,311300
1995,23423,311300
1996,19649,311300
1997,19362,311300
1998,19120,311300
1999,18878,311300
2000,20981,311300
2001,20884,311300
2002,20813,311300
2003,20735,311300
2004,20572,311300
2005,20482,311300
2006,20392,311300
2007,21530,311300
2008,22278,311300
2009,22392,311300
2010,22343,311300
2011,22448,311300
2012,22549,311300
2013,23340,311300
2014,23458,311300
2015,23571,311300
2016,23679,311300
2017,23781,311300
2018,23586,311300
2019,23685,311300
2020,23780,311300
2021,23872,311300
2022,19251,311300
1991,3461,311310
1992,3417,311310
1993,3371,311310
1994,3331,311310
1995,3291,311310
1996,3587,311310
1997,3626,311310
1998,3659,311310
1999,3692,311310
2000,3549,311310
2001,3477,311310
2002,3482,311310
2003,3483,311310
2004,3487,311310
2005,3489,311310
2006,3491,311310
2007,3445,311310
2008,3549,311310
2009,3553,311310
2010,3288,311310
2011,3273,311310
2012,3260,311310
2013,3341,311310
2014,3330,311310
2015,3319,311310
2016,3309,311310
2017,3299,311310
2018,3200,311310
2019,3183,311310
2020,3166,311310
2021,3150,311310
2022,2937,311310
1991,18833,311320
1992,19211,311320
1993,19583,311320
1994,19924,311320
1995,20256,311320
1996,20307,311320
1997,20863,311320
1998,21333,311320
1999,21803,311320
2000,21057,311320
2001,21305,311320
2002,21525,311320
2003,21742,311320
2004,22198,311320
2005,22450,311320
2006,22701,311320
2007,22240,311320
2008,23097,311320
2009,23286,311320
2010,23346,311320
2011,23522,311320
2012,23692,311320
2013,24594,311320
2014,24864,311320
2015,25044,311320
2016,25214,311320
2017,25376,311320
2018,25327,311320
2019,25501,311320
2020,25669,311320
2021,25831,311320
2022,23826,311320
1991,40053,311330
1992,31653,311330
1993,32257,311330
1994,32818,311330
1995,33365,311330
1996,31387,311330
1997,31482,311330
1998,31557,311330
1999,31635,311330
2000,31921,311330
2001,32030,311330
2002,32110,311330
2003,32198,311330
2004,32383,311330
2005,32485,311330
2006,32586,311330
2007,32068,311330
2008,33091,311330
2009,33182,311330
2010,32296,311330
2011,32325,311330
2012,32353,311330
2013,33358,311330
2014,33412,311330
2015,33463,311330
2016,33513,311330
2017,33559,311330
2018,32988,311330
2019,33000,311330
2020,33011,311330
2021,33022,311330
2022,30778,311330
1991,125687,311340
1992,87004,311340
1993,87922,311340
1994,88750,311340
1995,89554,311340
1996,87490,311340
1997,72606,311340
1998,72781,311340
1999,72959,311340
2000,77789,311340
2001,78592,311340
2002,79168,311340
2003,79808,311340
2004,81151,311340
2005,81895,311340
2006,82632,311340
2007,81731,311340
2008,84825,311340
2009,85472,311340
2010,85239,311340
2011,85811,311340
2012,86364,311340
2013,89578,311340
2014,90192,311340
2015,90782,311340
2016,91342,311340
2017,91841,311340
2018,91503,311340
2019,92062,311340
2020,92603,311340
2021,93124,311340
2022,88311,311340
1991,8196,311350
1992,8184,311350
1993,8171,311350
1994,8160,311350
1995,8150,311350
1996,9084,311350
1997,9358,311350
1998,9590,311350
1999,9822,311350
2000,8967,311350
2001,9044,311350
2002,9129,311350
2003,9205,311350
2004,9363,311350
2005,9451,311350
2006,9538,311350
2007,10145,311350
2008,10623,311350
2009,10783,311350
2010,9148,311350
2011,9162,311350
2012,9176,311350
2013,9467,311350
2014,9487,311350
2015,9507,311350
2016,9526,311350
2017,9544,311350
2018,9396,311350
2019,9405,311350
2020,9414,311350
2021,9423,311350
2022,8480,311350
1991,5507,311360
1992,5523,311360
1993,5539,311360
1994,5554,311360
1995,5568,311360
1996,5592,311360
1997,5605,311360
1998,5616,311360
1999,5627,311360
2000,5810,311360
2001,5846,311360
2002,5874,311360
2003,5903,311360
2004,5965,311360
2005,6000,311360
2006,6034,311360
2007,6029,311360
2008,6247,311360
2009,6286,311360
2010,6298,311360
2011,6335,311360
2012,6372,311360
2013,6604,311360
2014,6645,311360
2015,6684,311360
2016,6721,311360
2017,6757,311360
2018,6721,311360
2019,6757,311360
2020,6792,311360
2021,6826,311360
2022,6739,311360
1991,23288,311370
1992,22997,311370
1993,22945,311370
1994,22789,311370
1995,22638,311370
1996,23390,311370
1997,23461,311370
1998,23517,311370
1999,23575,311370
2000,21994,311370
2001,21543,311370
2002,21722,311370
2003,21596,311370
2004,21331,311370
2005,21184,311370
2006,21038,311370
2007,20812,311370
2008,21302,311370
2009,21212,311370
2010,20069,311370
2011,19921,311370
2012,19779,311370
2013,20214,311370
2014,20090,311370
2015,19971,311370
2016,19857,311370
2017,19750,311370
2018,19007,311370
2019,18837,311370
2020,18674,311370
2021,18516,311370
2022,18531,311370
1991,2242,311380
1992,2217,311380
1993,2184,311380
1994,2158,311380
1995,2132,311380
1996,2188,311380
1997,2181,311380
1998,2175,311380
1999,2169,311380
2000,2246,311380
2001,2248,311380
2002,2247,311380
2003,2247,311380
2004,2248,311380
2005,2249,311380
2006,2249,311380
2007,2550,311380
2008,2671,311380
2009,2712,311380
2010,2446,311380
2011,2461,311380
2012,2477,311380
2013,2567,311380
2014,2584,311380
2015,2600,311380
2016,2615,311380
2017,2629,311380
2018,2617,311380
2019,2632,311380
2020,2646,311380
2021,2660,311380
2022,2614,311380
1991,10279,311390
1992,10485,311390
1993,10674,311390
1994,10854,311390
1995,11029,311390
1996,10803,311390
1997,10923,311390
1998,11024,311390
1999,11125,311390
2000,11600,311390
2001,11764,311390
2002,11878,311390
2003,12007,311390
2004,12278,311390
2005,12428,311390
2006,12576,311390
2007,11656,311390
2008,12028,311390
2009,12061,311390
2010,11836,311390
2011,11854,311390
2012,11872,311390
2013,12249,311390
2014,12276,311390
2015,12302,311390
2016,12326,311390
2017,12350,311390
2018,12158,311390
2019,12170,311390
2020,12182,311390
2021,12193,311390
2022,11537,311390
1991,10232,311400
1992,10328,311400
1993,10425,311400
1994,10513,311400
1995,10598,311400
1996,10433,311400
1997,10464,311400
1998,10490,311400
1999,10516,311400
2000,10400,311400
2001,10422,311400
2002,10436,311400
2003,10452,311400
2004,10487,311400
2005,10506,311400
2006,10525,311400
2007,10942,311400
2008,11358,311400
2009,11446,311400
2010,10927,311400
2011,10967,311400
2012,11007,311400
2013,11382,311400
2014,11429,311400
2015,11475,311400
2016,11518,311400
2017,11559,311400
2018,11439,311400
2019,11476,311400
2020,11511,311400
2021,11546,311400
2022,10940,311400
1991,11291,311410
1992,11412,311410
1993,11505,311410
1994,11602,311410
1995,11697,311410
1996,11779,311410
1997,11909,311410
1998,12020,311410
1999,12130,311410
2000,12545,311410
2001,12673,311410
2002,12809,311410
2003,12931,311410
2004,13188,311410
2005,13331,311410
2006,13472,311410
2007,13657,311410
2008,14236,311410
2009,14397,311410
2010,13750,311410
2011,13842,311410
2012,13932,311410
2013,14451,311410
2014,14550,311410
2015,14645,311410
2016,14736,311410
2017,14822,311410
2018,14769,311410
2019,14859,311410
2020,14947,311410
2021,15031,311410
2022,13286,311410
1991,14415,311420
1992,14441,311420
1993,14688,311420
1994,14812,311420
1995,14933,311420
1996,15961,311420
1997,16443,311420
1998,16851,311420
1999,17258,311420
2000,17157,311420
2001,17487,311420
2002,17734,311420
2003,18002,311420
2004,18564,311420
2005,18875,311420
2006,19184,311420
2007,18943,311420
2008,19779,311420
2009,20031,311420
2010,20012,311420
2011,20231,311420
2012,20444,311420
2013,21294,311420
2014,21519,311420
2015,21735,311420
2016,21941,311420
2017,22136,311420
2018,22257,311420
2019,22478,311420
2020,22693,311420
2021,22900,311420
2022,23374,311420
1991,27359,311430
1992,27626,311430
1993,27875,311430
1994,28110,311430
1995,28338,311430
1996,28482,311430
1997,28815,311430
1998,29096,311430
1999,29376,311430
2000,29460,311430
2001,29698,311430
2002,29902,311430
2003,30108,311430
2004,30538,311430
2005,30777,311430
2006,31014,311430
2007,30712,311430
2008,31843,311430
2009,32059,311430
2010,29735,311430
2011,29756,311430
2012,29777,311430
2013,30695,311430
2014,30739,311430
2015,30782,311430
2016,30823,311430
2017,30861,311430
2018,30324,311430
2019,30329,311430
2020,30334,311430
2021,30339,311430
2022,28883,311430
1991,17471,311440
1992,17821,311440
1993,18142,311440
1994,18447,311440
1995,18745,311440
1996,18482,311440
1997,18698,311440
1998,18880,311440
1999,19062,311440
2000,19732,311440
2001,20009,311440
2002,20208,311440
2003,20429,311440
2004,20893,311440
2005,21149,311440
2006,21404,311440
2007,19480,311440
2008,20055,311440
2009,20070,311440
2010,20426,311440
2011,20479,311440
2012,20531,311440
2013,21206,311440
2014,21273,311440
2015,21338,311440
2016,21400,311440
2017,21458,311440
2018,21180,311440
2019,21225,311440
2020,21268,311440
2021,21310,311440
2022,20725,311440
1991,13634,311450
1992,13941,311450
1993,14159,311450
1994,14398,311450
1995,14630,311450
1996,14263,311450
1997,14421,311450
1998,14555,311450
1999,14688,311450
2000,14348,311450
2001,14386,311450
2002,14498,311450
2003,14568,311450
2004,14714,311450
2005,14795,311450
2006,14875,311450
2007,15743,311450
2008,16425,311450
2009,16624,311450
2010,17048,311450
2011,17255,311450
2012,17456,311450
2013,18205,311450
2014,18416,311450
2015,18619,311450
2016,18812,311450
2017,18995,311450
2018,19144,311450
2019,19355,311450
2020,19559,311450
2021,19756,311450
2022,17596,311450
1992,9717,311455
1993,9661,311455
1994,9595,311455
1995,9532,311455
1996,9255,311455
1997,9027,311455
1998,8834,311455
1999,8641,311455
2000,8910,311455
2001,8802,311455
2002,8722,311455
2003,8634,311455
2004,8451,311455
2005,8349,311455
2006,8248,311455
2007,8859,311455
2008,9129,311455
2009,9143,311455
2010,9471,311455
2011,9514,311455
2012,9556,311455
2013,9890,311455
2014,9939,311455
2015,9985,311455
2016,10030,311455
2017,10072,311455
2018,9986,311455
2019,10027,311455
2020,10066,311455
2021,10103,311455
2022,9401,311455
1991,4451,311460
1992,4543,311460
1993,4553,311460
1994,4565,311460
1995,4576,311460
1996,4058,311460
1997,3961,311460
1998,3880,311460
1999,3798,311460
2000,3887,311460
2001,3798,311460
2002,3752,311460
2003,3690,311460
2004,3558,311460
2005,3485,311460
2006,3413,311460
2007,4015,311460
2008,4158,311460
2009,4182,311460
2010,3948,311460
2011,3953,311460
2012,3958,311460
2013,4081,311460
2014,4089,311460
2015,4096,311460
2016,4103,311460
2017,4110,311460
2018,4044,311460
2019,4047,311460
2020,4049,311460
2021,4052,311460
2022,4049,311460
1991,2574,311470
1992,2605,311470
1993,2620,311470
1994,2640,311470
1995,2660,311470
1996,2801,311470
1997,2871,311470
1998,2931,311470
1999,2991,311470
2000,3089,311470
2001,3149,311470
2002,3197,311470
2003,3247,311470
2004,3353,311470
2005,3411,311470
2006,3469,311470
2007,3234,311470
2008,3355,311470
2009,3380,311470
2010,3341,311470
2011,3360,311470
2012,3380,311470
2013,3502,311470
2014,3523,311470
2015,3544,311470
2016,3563,311470
2017,3581,311470
2018,3560,311470
2019,3579,311470
2020,3597,311470
2021,3614,311470
2022,3333,311470
1991,4681,311480
1992,4620,311480
1993,4580,311480
1994,4535,311480
1995,4491,311480
1996,4716,311480
1997,4730,311480
1998,4741,311480
1999,4753,311480
2000,4733,311480
2001,4740,311480
2002,4744,311480
2003,4749,311480
2004,4760,311480
2005,4766,311480
2006,4772,311480
2007,4611,311480
2008,4739,311480
2009,4735,311480
2010,4556,311480
2011,4542,311480
2012,4530,311480
2013,4651,311480
2014,4642,311480
2015,4633,311480
2016,4625,311480
2017,4617,311480
2018,4495,311480
2019,4478,311480
2020,4461,311480
2021,4445,311480
2022,4374,311480
1991,2093,311490
1992,2060,311490
1993,2039,311490
1994,2014,311490
1995,1990,311490
1996,2176,311490
1997,2200,311490
1998,2220,311490
1999,2240,311490
2000,2264,311490
2001,2279,311490
2002,2300,311490
2003,2317,311490
2004,2352,311490
2005,2371,311490
2006,2390,311490
2007,2100,311490
2008,2143,311490
2009,2129,311490
2010,2244,311490
2011,2242,311490
2012,2241,311490
2013,2307,311490
2014,2308,311490
2015,2308,311490
2016,2309,311490
2017,2309,311490
2018,2260,311490
2019,2257,311490
2020,2254,311490
2021,2251,311490
2022,2210,311490
1991,2629,311500
1992,2654,311500
1993,2675,311500
1994,2695,311500
1995,2715,311500
1996,2262,311500
1997,2208,311500
1998,2163,311500
1999,2117,311500
2000,2622,311500
2001,2622,311500
2002,2621,311500
2003,2620,311500
2004,2618,311500
2005,2618,311500
2006,2617,311500
2007,2799,311500
2008,2911,311500
2009,2938,311500
2010,2857,311500
2011,2875,311500
2012,2893,311500
2013,2999,311500
2014,3018,311500
2015,3037,311500
2016,3055,311500
2017,3071,311500
2018,3057,311500
2019,3075,311500
2020,3092,311500
2021,3108,311500
2022,2705,311500
1991,15818,311510
1992,15661,311510
1993,15522,311510
1994,15387,311510
1995,15256,311510
1996,16931,311510
1997,17442,311510
1998,17875,311510
1999,18306,311510
2000,17278,311510
2001,17388,311510
2002,17585,311510
2003,17728,311510
2004,18027,311510
2005,18193,311510
2006,18357,311510
2007,17067,311510
2008,17572,311510
2009,17587,311510
2010,17412,311510
2011,17422,311510
2012,17433,311510
2013,17967,311510
2014,17991,311510
2015,18014,311510
2016,18036,311510
2017,18057,311510
2018,17739,311510
2019,17740,311510
2020,17740,311510
2021,17741,311510
2022,16923,311510
1991,3898,311520
1992,3933,311520
1993,3966,311520
1994,3996,311520
1995,4026,311520
1996,4030,311520
1997,4074,311520
1998,4111,311520
1999,4148,311520
2000,4021,311520
2001,4036,311520
2002,4047,311520
2003,4059,311520
2004,4084,311520
2005,4098,311520
2006,4112,311520
2007,3960,311520
2008,4075,311520
2009,4077,311520
2010,3954,311520
2011,3949,311520
2012,3944,311520
2013,4057,311520
2014,4055,311520
2015,4053,311520
2016,4052,311520
2017,4050,311520
2018,3962,311520
2019,3954,311520
2020,3946,311520
2021,3939,311520
2022,3588,311520
1991,58138,311530
1992,59382,311530
1993,60453,311530
1994,61505,311530
1995,62530,311530
1996,61984,311530
1997,62708,311530
1998,63320,311530
1999,63931,311530
2000,63980,311530
2001,64675,311530
2002,65209,311530
2003,65780,311530
2004,66977,311530
2005,67640,311530
2006,68298,311530
2007,67384,311530
2008,69955,311530
2009,70507,311530
2010,69757,311530
2011,70200,311530
2012,70630,311530
2013,73232,311530
2014,73712,311530
2015,74171,311530
2016,74609,311530
2017,75025,311530
2018,74691,311530
2019,75123,311530
2020,75540,311530
2021,75942,311530
2022,68214,311530
1996,,311535
1997,4029,311535
1998,4069,311535
1999,4108,311535
2000,4241,311535
2001,4291,311535
2002,4330,311535
2003,4372,311535
2004,4459,311535
2005,4507,311535
2006,4555,311535
2007,4561,311535
2008,4747,311535
2009,4795,311535
2010,4846,311535
2011,4892,311535
2012,4938,311535
2013,5136,311535
2014,5184,311535
2015,5230,311535
2016,5274,311535
2017,5316,311535
2018,5330,311535
2019,5376,311535
2020,5421,311535
2021,5465,311535
2022,5486,311535
1991,3379,311540
1992,3409,311540
1993,3438,311540
1994,3464,311540
1995,3490,311540
1996,3379,311540
1997,3389,311540
1998,3397,311540
1999,3405,311540
2000,3288,311540
2001,3879,311540
2002,3269,311540
2003,3260,311540
2004,3241,311540
2005,3231,311540
2006,3221,311540
